symbol,symbol_1,symbol_2,ranking_stat,avg_adf,avg_freq,volume,industry_1,industry_2,sector_1,sector_2
BF.B-NKE,BF.B,NKE,50.91253287614139,0.16728664092150478,6.1200000000000001,222375.0,Distillers & Vintners,"Apparel, Accessories & Luxury Goods",Consumer Staples,Consumer Discretionary
LMT-UTX,LMT,UTX,50.91105437493252,0.23540769731977179,4.9199999999999999,706566.0,Aerospace & Defense,Industrial Conglomerates,Industrials,Industrials
AFL-EFX,AFL,EFX,50.907491651766755,0.24708411939537722,5.1200000000000001,204041.0,Life & Health Insurance,Diversified Financial Services,Financials,Financials
TSS-VMC,TSS,VMC,50.90717282225739,0.20620875050687218,5.7199999999999998,316469.0,Internet Software & Services,Construction Materials,Information Technology,Materials
GPC-KMB,GPC,KMB,50.906489464766786,0.10399670968967001,5.1200000000000001,283011.0,Specialty Stores,Household Products,Consumer Discretionary,Consumer Staples
BSX-VRTX,BSX,VRTX,50.90487432421273,0.17282210470701564,5.1200000000000001,769615.0,Health Care Equipment & Services,Biotechnology,Health Care,Health Care
CRM-NBR,CRM,NBR,50.90482084268339,0.19821778308843133,5.2000000000000002,2393631.0,Internet Software & Services,Oil & Gas Drilling,Information Technology,Energy
PETM-WY,PETM,WY,50.90349051675711,0.26623749575548261,5.4400000000000004,569790.0,Specialty Stores,REITs,Consumer Discretionary,Financials
AME-PCAR,AME,PCAR,50.90344694632684,0.12908476005752922,5.04,234171.0,Electrical Components and Equipment,Construction & Farm Machinery & Heavy Trucks,Industrials,Industrials
ADP-WAT,ADP,WAT,50.90321227914478,0.24410333426868353,5.8399999999999999,171164.0,Internet Software & Services,Health Care Distributors & Services,Information Technology,Health Care
MCHP-WIN,MCHP,WIN,50.90306145259365,0.26920478218879285,5.4400000000000004,673882.0,Semiconductors,Integrated Telecommunications Services,Information Technology,Telecommunications Services
APH-BWA,APH,BWA,50.90176388038534,0.26741879155672121,5.96,195605.0,Electrical Components & Equipment,Auto Parts & Equipment,Industrials,Consumer Discretionary
IP-PLL,IP,PLL,50.89949002084693,0.25029225091345908,5.1600000000000001,280485.0,Paper Products,Industrial Conglomerates,Materials,Industrials
PLL-VIAB,PLL,VIAB,50.89853291423317,0.29266361633501736,5.7999999999999998,280485.0,Industrial Conglomerates,Broadcasting & Cable TV,Industrials,Consumer Discretionary
IFF-PSA,IFF,PSA,50.89778034723113,0.20821324344875244,6.04,164880.0,Specialty Chemicals,REITs,Materials,Financials
MKC-WAT,MKC,WAT,50.89703926759294,0.25086798941346444,6.1200000000000001,171164.0,Packaged Foods & Meats,Health Care Distributors & Services,Consumer Staples,Health Care
FDO-JEC,FDO,JEC,50.89637847984591,0.27248366720350509,5.0800000000000001,302781.0,General Merchandise Stores,Industrial Conglomerates,Consumer Discretionary,Industrials
NU-PLD,NU,PLD,50.896188130433394,0.2075977248876866,4.7199999999999998,554276.0,Multi-Utilities & Unregulated Power,Diversified Financial Services,Utilities,Financials
FAST-R,FAST,R,50.89460348187494,0.21390400590692088,5.2400000000000002,190686.0,Building Products,Industrial Conglomerates,Industrials,Industrials
LLL-TRIP,LLL,TRIP,50.893998682479726,0.19714304374245675,5.0800000000000001,252295.0,Industrial Conglomerates,Internet Retail,Industrials,Consumer Discretionary
FAST-NKE,FAST,NKE,50.891067536192054,0.19419481905484492,4.9199999999999999,991520.0,Building Products,"Apparel, Accessories & Luxury Goods",Industrials,Consumer Discretionary
HCBK-UNH,HCBK,UNH,50.89066318453124,0.2023514951077737,5.2800000000000002,1055057.0,Banks,Managed Health Care,Financials,Health Care
IGT-SIAL,IGT,SIAL,50.890043581602164,0.24886771873788874,4.8399999999999999,249591.0,Leisure Products,Diversified Chemicals,Consumer Discretionary,Materials
BCR-PDCO,BCR,PDCO,50.88924628132312,0.29620632752275744,5.6399999999999997,274041.0,Health Care Equipment & Services,Health Care Supplies,Health Care,Health Care
CFN-HCBK,CFN,HCBK,50.889227333163426,0.19518991972880048,5.5599999999999996,272982.0,Health Care Equipment & Services,Banks,Health Care,Financials
LEG-UNH,LEG,UNH,50.88916493950986,0.21006897462596832,5.1600000000000001,315593.0,Industrial Conglomerates,Managed Health Care,Industrials,Health Care
EXPE-GPC,EXPE,GPC,50.88547093990354,0.19523262223761337,5.5599999999999996,283011.0,"Hotels, Resorts & Cruise Lines",Specialty Stores,Consumer Discretionary,Consumer Discretionary
IRM-TMK,IRM,TMK,50.88337659664941,0.31849736485246571,5.7199999999999998,153397.0,Data Processing Services,Life & Health Insurance,Industrials,Financials
APA-DO,APA,DO,50.88275144892742,0.16957185739964981,4.8799999999999999,938241.0,Oil & Gas Exploration & Production,Oil & Gas Drilling,Energy,Energy
GM-SHW,GM,SHW,50.882745177859604,0.29479344961531045,5.5599999999999996,209423.0,Automobile Manufacturers,Specialty Chemicals,Consumer Discretionary,Materials
TGT-ZMH,TGT,ZMH,50.88222604371419,0.1719570580044171,5.1600000000000001,368415.0,General Merchandise Stores,Health Care Equipment & Services,Consumer Discretionary,Health Care
HSP-ISRG,HSP,ISRG,50.882083667198145,0.2558218846578742,5.5599999999999996,82499.0,Health Care Equipment & Services,Health Care Equipment & Services,Health Care,Health Care
CMI-DOV,CMI,DOV,50.8820420654726,0.27937807473649323,5.1200000000000001,359154.0,Industrial Machinery,Industrial Machinery,Industrials,Industrials
APH-NWSA,APH,NWSA,50.8799086126058,0.25746741878838125,5.1600000000000001,195605.0,Electrical Components & Equipment,Publishing,Industrials,Consumer Discretionary
AET-FTR,AET,FTR,50.879279745202076,0.14859229023351456,5.3600000000000003,1107442.0,Managed Health Care,Integrated Telecommunications Services,Health Care,Telecommunications Services
MTB-R,MTB,R,50.87855295947972,0.26686802963672496,5.6399999999999997,190686.0,Banks,Industrial Conglomerates,Financials,Industrials
DRI-INTU,DRI,INTU,50.87832150430498,0.18668700787362202,4.6399999999999997,438055.0,Restaurants,Internet Software & Services,Consumer Discretionary,Information Technology
CAH-SHW,CAH,SHW,50.87740087344334,0.22918940040484354,6.0,209423.0,Health Care Distributors & Services,Specialty Chemicals,Health Care,Materials
NEE-TEG,NEE,TEG,50.876792587866255,0.31679525823491644,6.2400000000000002,160270.0,Multi-Utilities & Unregulated Power,Gas Utilities,Utilities,Utilities
LMT-WAT,LMT,WAT,50.87678426830037,0.30290503441360728,5.7199999999999998,171164.0,Aerospace & Defense,Health Care Distributors & Services,Industrials,Health Care
LLY-TMK,LLY,TMK,50.875889914914275,0.24174410147066108,5.9199999999999999,153397.0,Pharmaceuticals,Life & Health Insurance,Health Care,Financials
CMG-TMO,CMG,TMO,50.87025226237148,0.26010426825930627,5.3200000000000003,124536.0,Restaurants,Health Care Equipment & Services,Consumer Discretionary,Health Care
SE-SHW,SE,SHW,50.86982597187275,0.21308630016923402,5.7599999999999998,209423.0,Oil & Gas Refining & Marketing & Transportation,Specialty Chemicals,Energy,Materials
MTB-ZMH,MTB,ZMH,50.868523944242185,0.20628609193732891,5.04,258563.0,Banks,Health Care Equipment & Services,Financials,Health Care
CMG-PCAR,CMG,PCAR,50.86759015162149,0.21215696129211423,5.6399999999999997,124536.0,Restaurants,Construction & Farm Machinery & Heavy Trucks,Consumer Discretionary,Industrials
IR-TEL,IR,TEL,50.86634653135757,0.25538124800073736,5.1600000000000001,435039.0,Industrial Conglomerates,Electronic Equipment & Instruments,Industrials,Information Technology
M-SJM,M,SJM,50.862719884237855,0.20748507779286129,5.4400000000000004,288762.0,Department Stores,Packaged Foods & Meats,Consumer Discretionary,Consumer Staples
FIS-HCBK,FIS,HCBK,50.862394711275364,0.23485298658342826,5.4000000000000004,490379.0,Internet Software & Services,Banks,Information Technology,Financials
BRCM-OI,BRCM,OI,50.858756817102034,0.17969243143163291,4.5999999999999996,336502.0,Semiconductors,Metal & Glass Containers,Information Technology,Materials
BLL-GAS,BLL,GAS,50.8579625031835,0.35090864900863755,6.2400000000000002,317707.0,Metal & Glass Containers,Gas Utilities,Materials,Utilities
CMG-FFIV,CMG,FFIV,50.85707450478656,0.17766427738112672,4.5199999999999996,124536.0,Restaurants,Networking Equipment,Consumer Discretionary,Information Technology
HAR-WYN,HAR,WYN,50.85644714414911,0.2919307980809196,5.6399999999999997,345226.0,Consumer Electronics,"Hotels, Resorts & Cruise Lines",Consumer Discretionary,Consumer Discretionary
SEE-TAP,SEE,TAP,50.855500023420326,0.20880476764102951,6.0,223994.0,Paper Packaging,Brewers,Materials,Consumer Staples
ALLE-LEG,ALLE,LEG,50.8548186331048,0.3045141826838263,5.6399999999999997,272860.0,Building Products,Industrial Conglomerates,Industrials,Industrials
URBN-VAR,URBN,VAR,50.854381963758414,0.13965978691079223,5.0800000000000001,214599.0,Apparel Retail,Health Care Equipment & Services,Consumer Discretionary,Health Care
MCHP-TAP,MCHP,TAP,50.85422802097837,0.21785148988126968,5.4800000000000004,223994.0,Semiconductors,Brewers,Information Technology,Consumer Staples
MAC-XEL,MAC,XEL,50.853319561276194,0.30393147226627221,6.2400000000000002,309305.0,Retail REITs,Multi-Utilities & Unregulated Power,Financials,Utilities
EFX-JWN,EFX,JWN,50.85290772807325,0.30327924107749538,5.5599999999999996,204041.0,Diversified Financial Services,Department Stores,Financials,Consumer Discretionary
CELG-WAT,CELG,WAT,50.85257539487753,0.27873419769396746,5.4800000000000004,171164.0,Biotechnology,Health Care Distributors & Services,Health Care,Health Care
HD-LLL,HD,LLL,50.849840739393514,0.25833718131737038,5.6399999999999997,252295.0,Home Improvement Retail,Industrial Conglomerates,Consumer Discretionary,Industrials
POM-TE,POM,TE,50.8484596581054,0.2790216601222808,5.2800000000000002,757018.0,Multi-Utilities & Unregulated Power,Multi-Utilities & Unregulated Power,Utilities,Utilities
CINF-TYC,CINF,TYC,50.84833358989229,0.20213261248999576,5.5199999999999996,193686.0,Property & Casualty Insurance,Industrial Conglomerates,Financials,Industrials
VRTX-WYNN,VRTX,WYNN,50.845188162846796,0.1435356597580342,4.7999999999999998,705008.0,Biotechnology,Casinos & Gaming,Health Care,Consumer Discretionary
FTR-K,FTR,K,50.84478586044279,0.12524696667065729,5.0,612977.0,Integrated Telecommunications Services,Packaged Foods & Meats,Telecommunications Services,Consumer Staples
CMA-PLL,CMA,PLL,50.84473038750262,0.19759634688577987,5.4000000000000004,280485.0,Banks,Industrial Conglomerates,Financials,Industrials
SLM-STI,SLM,STI,50.84400185875791,0.17388144144221912,4.7999999999999998,962193.0,Diversified Financial Services,Banks,Financials,Financials
PPG-VRTX,PPG,VRTX,50.84109970335629,0.17016885930453887,5.2400000000000002,318643.0,Diversified Chemicals,Biotechnology,Materials,Health Care
FDX-IGT,FDX,IGT,50.83836558099464,0.22870074944300042,5.04,1285287.0,Air Freight & Logistics,Leisure Products,Industrials,Consumer Discretionary
AN-JBL,AN,JBL,50.8372835857945,0.28340872699328906,4.6399999999999997,232976.0,Specialty Stores,IT Consulting & Services,Consumer Discretionary,Information Technology
DNB-ORLY,DNB,ORLY,50.83662165848312,0.29376724230516071,6.04,201874.0,Data Processing Services,Specialty Stores,Industrials,Consumer Discretionary
HCBK-MO,HCBK,MO,50.83549093286105,0.19255992274058462,5.1200000000000001,1055057.0,Banks,Tobacco,Financials,Consumer Staples
ISRG-KRFT,ISRG,KRFT,50.835083263204325,0.24733236033034653,5.8399999999999999,82499.0,Health Care Equipment & Services,Packaged Foods & Meats,Health Care,Consumer Staples
GWW-TSCO,GWW,TSCO,50.832662560516205,0.18450599468507975,5.3200000000000003,180537.0,Industrial Materials,Specialty Retail,Industrials,Consumer Discretionary
PDCO-VIAB,PDCO,VIAB,50.83263603582193,0.37829997020813161,6.3200000000000003,274041.0,Health Care Supplies,Broadcasting & Cable TV,Health Care,Consumer Discretionary
AME-CA,AME,CA,50.83262690870589,0.28592912713005447,5.2000000000000002,234171.0,Electrical Components and Equipment,Systems Software,Industrials,Information Technology
AME-PRGO,AME,PRGO,50.82974607346712,0.22011823633486594,5.1200000000000001,234171.0,Electrical Components and Equipment,Pharmaceuticals,Industrials,Health Care
PRGO-XRAY,PRGO,XRAY,50.829284869970415,0.23744048991194613,5.2000000000000002,319592.0,Pharmaceuticals,Health Care Supplies,Health Care,Health Care
ESV-VMC,ESV,VMC,50.829072996181075,0.1612153848338144,5.3600000000000003,414910.0,Oil & Gas Drilling,Construction Materials,Energy,Materials
PSA-TAP,PSA,TAP,50.82823272490364,0.34000914965158557,5.8799999999999999,223994.0,REITs,Brewers,Financials,Consumer Staples
ADT-ATI,ADT,ATI,50.82815612825501,0.23050035839072677,4.6399999999999997,588038.0,Diversified Commercial Services,Diversified Metals & Mining,Industrials,Materials
HAR-SLM,HAR,SLM,50.82727352676459,0.20291153935330952,5.2800000000000002,345226.0,Consumer Electronics,Diversified Financial Services,Consumer Discretionary,Financials
IFF-MCHP,IFF,MCHP,50.82712701680144,0.24094740518077923,5.5999999999999996,164880.0,Specialty Chemicals,Semiconductors,Materials,Information Technology
BLL-POM,BLL,POM,50.82615169714342,0.29980223017229723,5.1600000000000001,370075.0,Metal & Glass Containers,Multi-Utilities & Unregulated Power,Materials,Utilities
HRL-MCK,HRL,MCK,50.82483590079113,0.12498136756189961,5.0800000000000001,192258.0,Packaged Foods & Meats,Health Care Distributors & Services,Consumer Staples,Health Care
BCR-TGT,BCR,TGT,50.82428103440492,0.1969524289974223,5.4400000000000004,353257.0,Health Care Equipment & Services,General Merchandise Stores,Health Care,Consumer Discretionary
CRM-VMC,CRM,VMC,50.82319305519808,0.12180851335985718,4.8799999999999999,414910.0,Internet Software & Services,Construction Materials,Information Technology,Materials
FDO-HUM,FDO,HUM,50.8226834436153,0.2407720212776745,5.4000000000000004,464142.0,General Merchandise Stores,Managed Health Care,Consumer Discretionary,Health Care
ALLE-ESRX,ALLE,ESRX,50.82021245468336,0.25905073136771828,5.1200000000000001,272860.0,Building Products,Health Care Distributors & Services,Industrials,Health Care
BLK-HOG,BLK,HOG,50.82020430623585,0.15959315850782288,5.5199999999999996,196226.0,Diversified Financial Services,Motorcycle Manufacturers,Financials,Consumer Discretionary
FDO-FITB,FDO,FITB,50.82015941148948,0.19971864401570394,5.1600000000000001,636321.0,General Merchandise Stores,Banks,Consumer Discretionary,Financials
BDX-TEG,BDX,TEG,50.815092800299894,0.37345675308749032,6.1200000000000001,160270.0,Health Care Equipment & Services,Gas Utilities,Health Care,Utilities
ATI-MPC,ATI,MPC,50.813239464318684,0.18562383299622115,4.8399999999999999,588038.0,Diversified Metals & Mining,Oil & Gas Refining & Marketing & Transportation,Materials,Energy
NTRS-SRCL,NTRS,SRCL,50.81259207003004,0.21831524219313858,5.3600000000000003,177809.0,Diversified Financial Services,Industrial Conglomerates,Financials,Industrials
NWL-SYK,NWL,SYK,50.809844786842675,0.19819465196753916,4.7599999999999998,510495.0,Housewares & Specialties,Health Care Equipment & Services,Consumer Discretionary,Health Care
SRE-VNO,SRE,VNO,50.80965357597372,0.25313664849153261,5.6799999999999997,367237.0,Multi-Utilities & Unregulated Power,REITs,Utilities,Financials
A-EFX,A,EFX,50.8094362299061,0.19491845248208481,5.6799999999999997,204041.0,Health Care Equipment & Services,Diversified Financial Services,Health Care,Financials
FOSL-STJ,FOSL,STJ,50.8082243502491,0.23006748024281112,5.4000000000000004,230727.0,"Apparel, Accessories & Luxury Goods",Health Care Equipment & Services,Consumer Discretionary,Health Care
NU-VMC,NU,VMC,50.80759531497527,0.24553569980409917,5.5199999999999996,414910.0,Multi-Utilities & Unregulated Power,Construction Materials,Utilities,Materials
JEC-STI,JEC,STI,50.80328955577269,0.26403730438569062,5.2000000000000002,302781.0,Industrial Conglomerates,Banks,Industrials,Financials
LRCX-WIN,LRCX,WIN,50.80328579941391,0.27964925622958964,5.0,1129586.0,Semiconductor Equipment,Integrated Telecommunications Services,Information Technology,Telecommunications Services
AVY-HSP,AVY,HSP,50.79964333085727,0.15266284575079639,6.1600000000000001,235936.0,Paper Packaging,Health Care Equipment & Services,Materials,Health Care
JEC-JNJ,JEC,JNJ,50.79936761400244,0.21555444036483073,5.7999999999999998,302781.0,Industrial Conglomerates,Health Care Equipment & Services,Industrials,Health Care
HAS-LUV,HAS,LUV,50.79912341676297,0.2358744842275157,5.2400000000000002,621178.0,Leisure Products,Airlines,Consumer Discretionary,Industrials
A-IRM,A,IRM,50.7978941526782,0.20747354528685286,5.0800000000000001,547866.0,Health Care Equipment & Services,Data Processing Services,Health Care,Industrials
COF-LEG,COF,LEG,50.79700494651218,0.25806707086000241,5.5599999999999996,315593.0,Consumer Finance,Industrial Conglomerates,Financials,Industrials
LEG-NE,LEG,NE,50.79037449848476,0.26399276418119477,5.04,315593.0,Industrial Conglomerates,Oil & Gas Drilling,Industrials,Energy
CSC-FMC,CSC,FMC,50.790021315001866,0.29200889385217399,5.3600000000000003,496546.0,IT Consulting & Services,Diversified Chemicals,Information Technology,Materials
SHW-USB,SHW,USB,50.7897792625055,0.24757276240339876,5.4400000000000004,209423.0,Specialty Chemicals,Banks,Materials,Financials
F-GIS,F,GIS,50.78958358352998,0.24718582760281027,5.4800000000000004,1635307.0,Automobile Manufacturers,Packaged Foods & Meats,Consumer Discretionary,Consumer Staples
MSI-WAT,MSI,WAT,50.7889318835179,0.29964866259968476,5.4400000000000004,171164.0,Telecommunications Equipment,Health Care Distributors & Services,Information Technology,Health Care
