symbol,symbol_1,symbol_2,ranking_stat,avg_adf,avg_freq,volume,industry_1,industry_2,sector_1,sector_2
FAST-PSX,FAST,PSX,51.08547389794668,0.21049586175001106,5.2400000000000002,991520.0,Building Products,Oil & Gas Refining & Marketing & Transportation,Industrials,Energy
ALLE-JOY,ALLE,JOY,51.08520377885841,0.22523891269466412,5.2000000000000002,272860.0,Building Products,Industrial Machinery,Industrials,Industrials
MAR-SRCL,MAR,SRCL,51.08421449005193,0.19371140792695601,5.5599999999999996,177809.0,"Hotels, Resorts & Cruise Lines",Industrial Conglomerates,Consumer Discretionary,Industrials
FIS-PNC,FIS,PNC,51.08227467116187,0.23358113318578713,5.2000000000000002,490379.0,Internet Software & Services,Banks,Information Technology,Financials
FTR-T,FTR,T,51.079557247898926,0.14543038959885726,5.4800000000000004,6950392.0,Integrated Telecommunications Services,Integrated Telecommunications Services,Telecommunications Services,Telecommunications Services
NEE-SIAL,NEE,SIAL,51.07902161869043,0.25985652609433751,5.4800000000000004,249591.0,Multi-Utilities & Unregulated Power,Diversified Chemicals,Utilities,Materials
PKI-RL,PKI,RL,51.07797587112931,0.21586063193004765,5.3600000000000003,323695.0,Health Care Equipment & Services,"Apparel, Accessories & Luxury Goods",Health Care,Consumer Discretionary
DIS-WIN,DIS,WIN,51.07729588900312,0.24410667211117695,4.7999999999999998,3506368.0,Broadcasting & Cable TV,Integrated Telecommunications Services,Consumer Discretionary,Telecommunications Services
HSY-SO,HSY,SO,51.076956549063716,0.23522204866013152,5.2800000000000002,399684.0,Packaged Foods & Meats,Multi-Utilities & Unregulated Power,Consumer Staples,Utilities
NTRS-PDCO,NTRS,PDCO,51.075433411801654,0.28704898283569591,5.3600000000000003,274041.0,Diversified Financial Services,Health Care Supplies,Financials,Health Care
BBT-GWW,BBT,GWW,51.07525841320155,0.21219972195072395,5.7199999999999998,180537.0,Banks,Industrial Materials,Financials,Industrials
EFX-PSX,EFX,PSX,51.07492903781509,0.19187224979025508,5.8399999999999999,204041.0,Diversified Financial Services,Oil & Gas Refining & Marketing & Transportation,Financials,Energy
F-PLL,F,PLL,51.06997688449434,0.18139577530702833,5.5999999999999996,280485.0,Automobile Manufacturers,Industrial Conglomerates,Consumer Discretionary,Industrials
AFL-BLL,AFL,BLL,51.069142389752145,0.18742817094419068,5.8399999999999999,370075.0,Life & Health Insurance,Metal & Glass Containers,Financials,Materials
NUE-ROP,NUE,ROP,51.06804961475717,0.23099524572211277,4.7599999999999998,143471.0,Steel,Industrial Conglomerates,Materials,Industrials
AXP-JEC,AXP,JEC,51.06701584918951,0.25278953043789981,5.3600000000000003,302781.0,Consumer Finance,Industrial Conglomerates,Financials,Industrials
COST-TROW,COST,TROW,51.066931986570324,0.22033326738905704,5.2800000000000002,632919.0,Hypermarkets & Super Centers,Diversified Financial Services,Consumer Staples,Financials
BDX-PAYX,BDX,PAYX,51.06645734627159,0.16925234670087991,5.3600000000000003,325836.0,Health Care Equipment & Services,Internet Software & Services,Health Care,Information Technology
MWV-SCG,MWV,SCG,51.06638515112407,0.20679229229341234,5.4000000000000004,247123.0,Paper Packaging,Multi-Utilities & Unregulated Power,Materials,Utilities
CFN-VAR,CFN,VAR,51.065350640246606,0.23754844267560909,5.96,214599.0,Health Care Equipment & Services,Health Care Equipment & Services,Health Care,Health Care
MHFI-PH,MHFI,PH,51.06250038003347,0.18414528822380241,4.96,324190.0,Diversified Financial Services,Industrial Conglomerates,Financials,Industrials
JOY-PDCO,JOY,PDCO,51.0585134806698,0.23350979293712118,5.6799999999999997,274041.0,Industrial Machinery,Health Care Supplies,Industrials,Health Care
MCK-SIAL,MCK,SIAL,51.058482798334715,0.16430137071740486,5.5999999999999996,249591.0,Health Care Distributors & Services,Diversified Chemicals,Health Care,Materials
DO-VRTX,DO,VRTX,51.05842811891641,0.09479262873327951,5.1200000000000001,769615.0,Oil & Gas Drilling,Biotechnology,Energy,Health Care
CTAS-GIS,CTAS,GIS,51.05840657296441,0.24371183238095251,6.0800000000000001,288647.0,Diversified Commercial Services,Packaged Foods & Meats,Industrials,Consumer Staples
EL-FTI,EL,FTI,51.05765896293281,0.23665493431489748,5.1200000000000001,534187.0,Personal Products,Oil & Gas Equipment & Services,Consumer Staples,Energy
AZO-EXPE,AZO,EXPE,51.05397818240418,0.19929990554255089,5.4000000000000004,90678.0,Specialty Stores,"Hotels, Resorts & Cruise Lines",Consumer Discretionary,Consumer Discretionary
TIF-WAT,TIF,WAT,51.05270173849178,0.30940187487370857,5.5199999999999996,171164.0,"Apparel, Accessories & Luxury Goods",Health Care Distributors & Services,Consumer Discretionary,Health Care
FIS-TSCO,FIS,TSCO,51.052036502456055,0.28893885512284639,6.3600000000000003,405427.0,Internet Software & Services,Specialty Retail,Information Technology,Consumer Discretionary
ALLE-FAST,ALLE,FAST,51.04992595260908,0.25257787852325858,5.5999999999999996,272860.0,Building Products,Building Products,Industrials,Industrials
LB-ROP,LB,ROP,51.04963187857433,0.31986348203306009,6.0,143471.0,Apparel Retail,Industrial Conglomerates,Consumer Discretionary,Industrials
DHR-ORLY,DHR,ORLY,51.04961545187951,0.26858858503474264,5.8799999999999999,282365.0,Industrial Machinery,Specialty Stores,Industrials,Consumer Discretionary
BRK.B-ROP,BRK.B,ROP,51.04936761551375,0.23716054844463519,5.9199999999999999,143471.0,Multi-Sector Holdings,Industrial Conglomerates,Financials,Industrials
IRM-RHI,IRM,RHI,51.04902555122068,0.27064866589033243,5.6399999999999997,338381.0,Data Processing Services,Industrial Conglomerates,Industrials,Industrials
PNR-WHR,PNR,WHR,51.04761683073536,0.160099601163357,5.3600000000000003,365794.0,Industrial Conglomerates,Household Appliances,Industrials,Consumer Discretionary
RSG-TE,RSG,TE,51.042177877401784,0.21605904219688857,5.0800000000000001,757018.0,Industrial Conglomerates,Multi-Utilities & Unregulated Power,Industrials,Utilities
BXP-EQR,BXP,EQR,51.04053292755247,0.33772765072301103,6.04,331397.0,REITs,REITs,Financials,Financials
ECL-LSI,ECL,LSI,51.04026857542887,0.35053543366461271,7.04,398748.0,Specialty Chemicals,Semiconductors,Materials,Information Technology
NTRS-WFC,NTRS,WFC,51.039871003904466,0.23164274463150819,4.8799999999999999,558797.0,Diversified Financial Services,Banks,Financials,Financials
COH-CSC,COH,CSC,51.03902988034447,0.17424588284452056,5.2800000000000002,512500.0,"Apparel, Accessories & Luxury Goods",IT Consulting & Services,Consumer Discretionary,Information Technology
DNB-ECL,DNB,ECL,51.038617820753956,0.37981435587458717,5.7599999999999998,201874.0,Data Processing Services,Specialty Chemicals,Industrials,Materials
BRCM-XRAY,BRCM,XRAY,51.0381336453934,0.19569761998120716,5.1200000000000001,375311.0,Semiconductors,Health Care Supplies,Information Technology,Health Care
NLSN-TMK,NLSN,TMK,51.03757030010001,0.26925470779826777,5.6399999999999997,153397.0,Research & Consulting Services,Life & Health Insurance,Industrials,Financials
KSU-TMK,KSU,TMK,51.03702929351044,0.27741327562794033,6.0,153397.0,Railroads,Life & Health Insurance,Industrials,Financials
V-VRTX,V,VRTX,51.036681706664474,0.18161550948606908,5.5599999999999996,769615.0,Internet Software & Services,Biotechnology,Information Technology,Health Care
BF.B-MCK,BF.B,MCK,51.03442994339562,0.20294993448307377,5.3200000000000003,222375.0,Distillers & Vintners,Health Care Distributors & Services,Consumer Staples,Health Care
JBL-R,JBL,R,51.032752640309496,0.22622330287589257,5.0,190686.0,IT Consulting & Services,Industrial Conglomerates,Information Technology,Industrials
SPG-WEC,SPG,WEC,51.031951346457326,0.22790769626554103,5.04,529185.0,REITs,Multi-Utilities & Unregulated Power,Financials,Utilities
ORLY-PCP,ORLY,PCP,51.029760290809925,0.25961490892732575,6.0800000000000001,282365.0,Specialty Stores,Industrial Conglomerates,Consumer Discretionary,Industrials
BLK-CINF,BLK,CINF,51.02854834877845,0.31684346929023732,6.4800000000000004,193686.0,Diversified Financial Services,Property & Casualty Insurance,Financials,Financials
ACE-VRTX,ACE,VRTX,51.02578476745166,0.17987910856452005,5.2800000000000002,668381.0,Property & Casualty Insurance,Biotechnology,Financials,Health Care
PRGO-RIG,PRGO,RIG,51.0252243048008,0.18705042218275023,5.1200000000000001,319592.0,Pharmaceuticals,Oil & Gas Drilling,Health Care,Energy
TMK-USB,TMK,USB,51.02371257652928,0.30849312650129268,6.1600000000000001,153397.0,Life & Health Insurance,Banks,Financials,Financials
HRS-SYK,HRS,SYK,51.023595608812826,0.27493565313059948,5.7599999999999998,185985.0,Telecommunications Equipment,Health Care Equipment & Services,Information Technology,Health Care
AEE-WHR,AEE,WHR,51.02310498211567,0.22968530174771309,5.2800000000000002,365794.0,Multi-Utilities & Unregulated Power,Household Appliances,Utilities,Consumer Discretionary
FIS-TYC,FIS,TYC,51.02238984411963,0.16977760648902054,5.0800000000000001,490379.0,Internet Software & Services,Industrial Conglomerates,Information Technology,Industrials
EMN-FAST,EMN,FAST,51.022346088600855,0.1536735487807071,4.7999999999999998,518757.0,Diversified Chemicals,Building Products,Materials,Industrials
HAR-TXT,HAR,TXT,51.02167182620948,0.29368195969948513,5.4000000000000004,345226.0,Consumer Electronics,Industrial Conglomerates,Consumer Discretionary,Industrials
CCE-PPG,CCE,PPG,51.020512100067506,0.21201256733345744,5.3200000000000003,318643.0,Soft Drinks,Diversified Chemicals,Consumer Staples,Materials
TDC-VRTX,TDC,VRTX,51.019515010697404,0.16929160809808999,5.0,640542.0,Application Software,Biotechnology,Information Technology,Health Care
ACT-AME,ACT,AME,51.01943059361364,0.16030210210632834,5.3600000000000003,234171.0,Pharmaceuticals,Electrical Components and Equipment,Health Care,Industrials
PLL-VRSN,PLL,VRSN,51.01850210231237,0.23735477606306787,5.2400000000000002,280485.0,Industrial Conglomerates,Internet Software & Services,Industrials,Information Technology
DOV-TE,DOV,TE,51.016586958365465,0.21920697093024211,4.7599999999999998,533856.0,Industrial Machinery,Multi-Utilities & Unregulated Power,Industrials,Utilities
ITW-ORLY,ITW,ORLY,51.01565031998956,0.18408051452574667,5.7999999999999998,282365.0,Industrial Machinery,Specialty Stores,Industrials,Consumer Discretionary
F-XRAY,F,XRAY,51.01553329894212,0.18154753666279666,5.7199999999999998,375311.0,Automobile Manufacturers,Health Care Supplies,Consumer Discretionary,Health Care
FDO-ROK,FDO,ROK,51.015299381000176,0.27009856168141516,5.4800000000000004,294440.0,General Merchandise Stores,Industrial Conglomerates,Consumer Discretionary,Industrials
MHK-R,MHK,R,51.013147160187934,0.19947337680927155,6.0,190686.0,Home Furnishings,Industrial Conglomerates,Consumer Discretionary,Industrials
DOV-MAC,DOV,MAC,51.01260811522157,0.28498559097040649,5.4400000000000004,309305.0,Industrial Machinery,Retail REITs,Industrials,Financials
EFX-TAP,EFX,TAP,51.01251136419453,0.30870373365438553,6.5199999999999996,204041.0,Diversified Financial Services,Brewers,Financials,Consumer Staples
AZO-HSY,AZO,HSY,51.012063453016346,0.25879402348360092,6.04,90678.0,Specialty Stores,Packaged Foods & Meats,Consumer Discretionary,Consumer Staples
MHK-SYY,MHK,SYY,51.01085011409153,0.17249810897792531,5.5599999999999996,297286.0,Home Furnishings,Food Distributors,Consumer Discretionary,Consumer Staples
APH-PSA,APH,PSA,51.010530828437815,0.29587800602072756,6.4400000000000004,195605.0,Electrical Components & Equipment,REITs,Industrials,Financials
DOW-PDCO,DOW,PDCO,51.0090423861725,0.28420692026078032,5.3600000000000003,274041.0,Diversified Chemicals,Health Care Supplies,Materials,Health Care
HRL-UPS,HRL,UPS,51.00858140577429,0.18771267189883203,5.6799999999999997,192258.0,Packaged Foods & Meats,Air Freight & Logistics,Consumer Staples,Industrials
EMN-KR,EMN,KR,51.00669060268924,0.24806084082859944,5.0,518757.0,Diversified Chemicals,Food Retail,Materials,Consumer Staples
AME-MTB,AME,MTB,51.00620936356264,0.22291646987712491,5.4800000000000004,234171.0,Electrical Components and Equipment,Banks,Industrials,Financials
BXP-CVX,BXP,CVX,51.00520039678706,0.24673214294725185,5.4400000000000004,331397.0,REITs,Integrated Oil & Gas,Financials,Energy
PNW-WAT,PNW,WAT,51.003046546094275,0.20832629261303662,6.2000000000000002,171164.0,Multi-Utilities & Unregulated Power,Health Care Distributors & Services,Utilities,Health Care
BSX-TAP,BSX,TAP,51.00284437739682,0.25414562507222083,4.6799999999999997,223994.0,Health Care Equipment & Services,Brewers,Health Care,Consumer Staples
FMC-TRIP,FMC,TRIP,50.997924817102934,0.12274639000986913,5.2400000000000002,496546.0,Diversified Chemicals,Internet Retail,Materials,Consumer Discretionary
ADP-FIS,ADP,FIS,50.997768980951484,0.22475991920390029,5.2800000000000002,490379.0,Internet Software & Services,Internet Software & Services,Information Technology,Information Technology
KSU-PVH,KSU,PVH,50.99662330305234,0.22037378113011347,5.2000000000000002,411542.0,Railroads,"Apparel, Accessories & Luxury Goods",Industrials,Consumer Discretionary
ACE-CTAS,ACE,CTAS,50.99587144632082,0.20858900974294448,5.6399999999999997,288647.0,Property & Casualty Insurance,Diversified Commercial Services,Financials,Industrials
BLL-SHW,BLL,SHW,50.995839701200595,0.25012876923007371,6.4400000000000004,209423.0,Metal & Glass Containers,Specialty Chemicals,Materials,Materials
HIG-R,HIG,R,50.99481841113552,0.19180407101356714,5.1600000000000001,190686.0,Property & Casualty Insurance,Industrial Conglomerates,Financials,Industrials
IRM-OMC,IRM,OMC,50.99461414738345,0.25861260634266137,5.4000000000000004,547866.0,Data Processing Services,Advertising,Industrials,Consumer Discretionary
CTAS-JNJ,CTAS,JNJ,50.994179462347226,0.16006226062058959,5.4800000000000004,288647.0,Diversified Commercial Services,Health Care Equipment & Services,Industrials,Health Care
FISV-PCP,FISV,PCP,50.993544663071965,0.20296553212870733,5.7999999999999998,301224.0,Internet Software & Services,Industrial Conglomerates,Information Technology,Industrials
GD-LLL,GD,LLL,50.993285338816506,0.18337872593119106,5.4000000000000004,252295.0,Aerospace & Defense,Industrial Conglomerates,Industrials,Industrials
ECL-VMC,ECL,VMC,50.993161268977246,0.2386587013322724,5.2400000000000002,398748.0,Specialty Chemicals,Construction Materials,Materials,Materials
BXP-KIM,BXP,KIM,50.99306576088594,0.24247070411639057,5.8799999999999999,331397.0,REITs,REITs,Financials,Financials
FMC-ZMH,FMC,ZMH,50.992040157559515,0.16874668176432675,5.3200000000000003,368415.0,Diversified Chemicals,Health Care Equipment & Services,Materials,Health Care
BF.B-UNP,BF.B,UNP,50.99114943119476,0.19270420527221685,5.5599999999999996,222375.0,Distillers & Vintners,Railroads,Consumer Staples,Industrials
BF.B-COL,BF.B,COL,50.98992661697286,0.24688991954231693,5.8399999999999999,222375.0,Distillers & Vintners,Industrial Conglomerates,Consumer Staples,Industrials
IGT-R,IGT,R,50.98985427100019,0.22538502157425117,4.8799999999999999,190686.0,Leisure Products,Industrial Conglomerates,Consumer Discretionary,Industrials
CCE-CINF,CCE,CINF,50.9895644431302,0.21399839617774194,5.6399999999999997,193686.0,Soft Drinks,Property & Casualty Insurance,Consumer Staples,Financials
BLL-BXP,BLL,BXP,50.98900009965712,0.32621431666080825,6.5199999999999996,331397.0,Metal & Glass Containers,REITs,Materials,Financials
PFE-TAP,PFE,TAP,50.98801360725701,0.21312610075664828,5.2000000000000002,223994.0,Pharmaceuticals,Brewers,Health Care,Consumer Staples
FAST-NWL,FAST,NWL,50.987620957881255,0.17824718888748151,5.3200000000000003,991520.0,Building Products,Housewares & Specialties,Industrials,Consumer Discretionary
LOW-MNST,LOW,MNST,50.98635495644891,0.20112345888697214,5.3200000000000003,572475.0,Home Improvement Retail,Soft Drinks,Consumer Discretionary,Consumer Staples
CHRW-SRCL,CHRW,SRCL,50.98612764334398,0.41770398924902047,6.5999999999999996,177809.0,Air Freight & Logistics,Industrial Conglomerates,Industrials,Industrials
ABC-GPC,ABC,GPC,50.98552593522189,0.23973532811576728,5.2000000000000002,283011.0,Health Care Distribution & Services,Specialty Stores,Health Care,Consumer Discretionary
PPG-WAG,PPG,WAG,50.9844014506572,0.28983016075470081,5.8399999999999999,0,Diversified Chemicals,Drug Retail,Materials,Consumer Staples
COL-JNJ,COL,JNJ,50.980955055923424,0.20477109061296883,5.5999999999999996,226503.0,Industrial Conglomerates,Health Care Equipment & Services,Industrials,Health Care
LEG-TXN,LEG,TXN,50.98077988512692,0.28304235448134402,5.1200000000000001,315593.0,Industrial Conglomerates,Semiconductors,Industrials,Information Technology
DTE-SHW,DTE,SHW,50.98000857925613,0.26142945508077464,6.7999999999999998,209423.0,Multi-Utilities & Unregulated Power,Specialty Chemicals,Utilities,Materials
PM-SWK,PM,SWK,50.97961643567164,0.10789165402341293,5.2000000000000002,435041.0,Tobacco,Household Appliances,Consumer Staples,Consumer Discretionary
AAPL-NTRS,AAPL,NTRS,50.97940439362528,0.19378289682534836,4.9199999999999999,558797.0,Computer Hardware,Diversified Financial Services,Information Technology,Financials
FDX-ZMH,FDX,ZMH,50.977967653129745,0.21660094130445276,4.96,368415.0,Air Freight & Logistics,Health Care Equipment & Services,Industrials,Health Care
MYL-PDCO,MYL,PDCO,50.97690694804711,0.17388927203243598,5.3200000000000003,274041.0,Pharmaceuticals,Health Care Supplies,Health Care,Health Care
MCHP-TMK,MCHP,TMK,50.97663521095675,0.31694828794976054,5.6399999999999997,153397.0,Semiconductors,Life & Health Insurance,Information Technology,Financials
DISCA-VIAB,DISCA,VIAB,50.975010550792454,0.23423311518390183,5.04,871177.0,Broadcasting & Cable TV,Broadcasting & Cable TV,Consumer Discretionary,Consumer Discretionary
CTAS-MSI,CTAS,MSI,50.97339895877204,0.25435180611427471,5.6399999999999997,288647.0,Diversified Commercial Services,Telecommunications Equipment,Industrials,Information Technology
COST-HRS,COST,HRS,50.971792594208786,0.31245773286040213,5.96,185985.0,Hypermarkets & Super Centers,Telecommunications Equipment,Consumer Staples,Information Technology
ADI-NTRS,ADI,NTRS,50.971437711143444,0.23365576155098644,5.1600000000000001,558797.0,Semiconductors,Diversified Financial Services,Information Technology,Financials
LLL-QCOM,LLL,QCOM,50.9714254391903,0.18576991597859543,5.0800000000000001,252295.0,Industrial Conglomerates,Semiconductors,Industrials,Information Technology
IFF-NTRS,IFF,NTRS,50.96999464573563,0.21887656432708394,5.2800000000000002,164880.0,Specialty Chemicals,Diversified Financial Services,Materials,Financials
JWN-NWSA,JWN,NWSA,50.96932255383112,0.27503157281186319,4.7599999999999998,543612.0,Department Stores,Publishing,Consumer Discretionary,Consumer Discretionary
BF.B-TMO,BF.B,TMO,50.96922833956218,0.19936183362167925,5.4400000000000004,222375.0,Distillers & Vintners,Health Care Equipment & Services,Consumer Staples,Health Care
REGN-TSO,REGN,TSO,50.96921119702511,0.23494152894110365,5.6799999999999997,434331.0,Biotechnology,Oil & Gas Refining & Marketing & Transportation,Health Care,Energy
DVN-PCP,DVN,PCP,50.96903623934983,0.37243627175938615,5.3200000000000003,301224.0,Oil & Gas Exploration & Production,Industrial Conglomerates,Energy,Industrials
PCP-VMC,PCP,VMC,50.968931137487466,0.25633404202066196,6.4800000000000004,301224.0,Industrial Conglomerates,Construction Materials,Industrials,Materials
DG-HCBK,DG,HCBK,50.9682843175107,0.20664693649083599,5.3600000000000003,1055057.0,General Merchandise Stores,Banks,Consumer Discretionary,Financials
ALLE-PCAR,ALLE,PCAR,50.96610257894205,0.24883950717646364,5.4400000000000004,272860.0,Building Products,Construction & Farm Machinery & Heavy Trucks,Industrials,Industrials
IR-XYL,IR,XYL,50.96585893247003,0.21522404469971676,5.1200000000000001,532119.0,Industrial Conglomerates,Industrial Conglomerates,Industrials,Industrials
JEC-MCK,JEC,MCK,50.96266197518357,0.2431809198061809,5.7199999999999998,302781.0,Industrial Conglomerates,Health Care Distributors & Services,Industrials,Health Care
AVY-PVH,AVY,PVH,50.962605820666624,0.29450240364810848,5.5199999999999996,235936.0,Paper Packaging,"Apparel, Accessories & Luxury Goods",Materials,Consumer Discretionary
LB-URBN,LB,URBN,50.96119836561629,0.14554698201495639,4.7599999999999998,490128.0,Apparel Retail,Apparel Retail,Consumer Discretionary,Consumer Discretionary
BLL-PNW,BLL,PNW,50.96109587200849,0.25838498781475622,6.0,261608.0,Metal & Glass Containers,Multi-Utilities & Unregulated Power,Materials,Utilities
ECL-WAT,ECL,WAT,50.96091039440142,0.31792831549681244,5.8799999999999999,171164.0,Specialty Chemicals,Health Care Distributors & Services,Materials,Health Care
FMC-RF,FMC,RF,50.96056457495501,0.23893244088649801,5.4000000000000004,496546.0,Diversified Chemicals,Diversified Financial Services,Materials,Financials
EOG-SLM,EOG,SLM,50.958862551063625,0.16510282282510921,4.7599999999999998,1604008.0,Oil & Gas Exploration & Production,Diversified Financial Services,Energy,Financials
OKE-TMK,OKE,TMK,50.95859015001458,0.22663835510068253,5.8799999999999999,153397.0,Gas Utilities,Life & Health Insurance,Utilities,Financials
EXPD-GPC,EXPD,GPC,50.958572192923604,0.36501733514244705,5.2400000000000002,283011.0,Air Freight & Logistics,Specialty Stores,Industrials,Consumer Discretionary
PEP-VMC,PEP,VMC,50.95833650151781,0.15926473218166343,5.7199999999999998,414910.0,Soft Drinks,Construction Materials,Consumer Staples,Materials
INTC-PBCT,INTC,PBCT,50.958280886293785,0.21036949661960333,4.7999999999999998,1582867.0,Semiconductors,Banks,Information Technology,Financials
CTAS-SBUX,CTAS,SBUX,50.956761156433245,0.24663422740109708,5.8799999999999999,288647.0,Diversified Commercial Services,Restaurants,Industrials,Consumer Discretionary
ARG-DG,ARG,DG,50.955782257969226,0.1902596386204099,5.6799999999999997,143916.0,Industrial Gases,General Merchandise Stores,Materials,Consumer Discretionary
EFX-HST,EFX,HST,50.955194035887985,0.2754488709342448,6.04,204041.0,Diversified Financial Services,REITs,Financials,Financials
CTAS-ORLY,CTAS,ORLY,50.955127023922316,0.24903277134554344,6.2800000000000002,282365.0,Diversified Commercial Services,Specialty Stores,Industrials,Consumer Discretionary
CMG-MAR,CMG,MAR,50.954711936774224,0.20808755322227093,5.2000000000000002,124536.0,Restaurants,"Hotels, Resorts & Cruise Lines",Consumer Discretionary,Consumer Discretionary
FTR-PCL,FTR,PCL,50.950264846556095,0.1937494894371159,5.5599999999999996,375410.0,Integrated Telecommunications Services,REITs,Telecommunications Services,Financials
BLL-CNP,BLL,CNP,50.950171012626775,0.29287606533652016,5.2800000000000002,370075.0,Metal & Glass Containers,Multi-Utilities & Unregulated Power,Materials,Utilities
GPS-SRCL,GPS,SRCL,50.946854093189486,0.15918876556949313,5.3600000000000003,177809.0,Apparel Retail,Industrial Conglomerates,Consumer Discretionary,Industrials
SCG-SYK,SCG,SYK,50.94666413870289,0.26757170240214007,4.9199999999999999,247123.0,Multi-Utilities & Unregulated Power,Health Care Equipment & Services,Utilities,Health Care
GD-JEC,GD,JEC,50.94607156270869,0.23592474524248336,5.7599999999999998,302781.0,Aerospace & Defense,Industrial Conglomerates,Industrials,Industrials
PPG-TRIP,PPG,TRIP,50.94503313455929,0.1295565165478543,5.4000000000000004,318643.0,Diversified Chemicals,Internet Retail,Materials,Consumer Discretionary
AN-IRM,AN,IRM,50.944504990042084,0.25887319848195561,5.5599999999999996,232976.0,Specialty Stores,Data Processing Services,Consumer Discretionary,Industrials
HCBK-MJN,HCBK,MJN,50.94425595205978,0.14400311162561125,5.1600000000000001,436603.0,Banks,Packaged Foods & Meats,Financials,Consumer Staples
EXPE-PDCO,EXPE,PDCO,50.943952584160584,0.31391305228932265,5.7599999999999998,274041.0,"Hotels, Resorts & Cruise Lines",Health Care Supplies,Consumer Discretionary,Health Care
ATI-JEC,ATI,JEC,50.94367834180696,0.25496380096720594,4.5199999999999996,302781.0,Diversified Metals & Mining,Industrial Conglomerates,Materials,Industrials
CAT-CINF,CAT,CINF,50.941879301780595,0.19897808234241901,5.4000000000000004,193686.0,Construction & Farm Machinery & Heavy Trucks,Property & Casualty Insurance,Industrials,Financials
ARG-COH,ARG,COH,50.94026206375782,0.25782497902666884,5.4400000000000004,143916.0,Industrial Gases,"Apparel, Accessories & Luxury Goods",Materials,Consumer Discretionary
AON-EBAY,AON,EBAY,50.93893976827085,0.24838205048748224,5.4400000000000004,534983.0,Insurance Brokers,Internet Software & Services,Financials,Information Technology
ACT-CSC,ACT,CSC,50.93756844508444,0.18523758604451845,5.3200000000000003,512500.0,Pharmaceuticals,IT Consulting & Services,Health Care,Information Technology
GPC-PNW,GPC,PNW,50.93689892065531,0.22257542996141713,5.3600000000000003,261608.0,Specialty Stores,Multi-Utilities & Unregulated Power,Consumer Discretionary,Utilities
BXP-NI,BXP,NI,50.93491517608537,0.29268294938444556,5.5199999999999996,331397.0,REITs,Multi-Utilities & Unregulated Power,Financials,Utilities
GWW-TE,GWW,TE,50.93491446320005,0.32321406312507905,5.2000000000000002,180537.0,Industrial Materials,Multi-Utilities & Unregulated Power,Industrials,Utilities
AN-LLL,AN,LLL,50.93360657418597,0.26049599675976404,5.8799999999999999,232976.0,Specialty Stores,Industrial Conglomerates,Consumer Discretionary,Industrials
CCE-SHW,CCE,SHW,50.93224652564988,0.25274849609275712,6.0800000000000001,209423.0,Soft Drinks,Specialty Chemicals,Consumer Staples,Materials
AME-AN,AME,AN,50.93083668504021,0.23903895489997962,6.1200000000000001,232976.0,Electrical Components and Equipment,Specialty Stores,Industrials,Consumer Discretionary
MYL-TEG,MYL,TEG,50.92849630092874,0.16706772671252787,5.0800000000000001,160270.0,Pharmaceuticals,Gas Utilities,Health Care,Utilities
BLK-RL,BLK,RL,50.926957820057865,0.32030667866970119,6.2800000000000002,196226.0,Diversified Financial Services,"Apparel, Accessories & Luxury Goods",Financials,Consumer Discretionary
UNM-VAR,UNM,VAR,50.926289282963616,0.24244490467378838,5.6799999999999997,214599.0,Diversified Financial Services,Health Care Equipment & Services,Financials,Health Care
CSX-FLIR,CSX,FLIR,50.925977741363766,0.10010030597977009,5.4400000000000004,503203.0,Railroads,Aerospace & Defense,Industrials,Industrials
MAR-PLL,MAR,PLL,50.924000581923295,0.18903920106689939,5.4800000000000004,280485.0,"Hotels, Resorts & Cruise Lines",Industrial Conglomerates,Consumer Discretionary,Industrials
MDLZ-PPG,MDLZ,PPG,50.92395846851668,0.22349662135380313,5.1600000000000001,318643.0,Packaged Foods & Meats,Diversified Chemicals,Consumer Staples,Materials
MCHP-PPG,MCHP,PPG,50.92387027071619,0.21942325980378785,5.5999999999999996,318643.0,Semiconductors,Diversified Chemicals,Information Technology,Materials
FAST-NWSA,FAST,NWSA,50.92313610489782,0.17184860509548161,4.96,991520.0,Building Products,Publishing,Industrials,Consumer Discretionary
AMT-EFX,AMT,EFX,50.92146952046866,0.35666164350110918,6.0,204041.0,REITs,Diversified Financial Services,Financials,Financials
FOSL-PSX,FOSL,PSX,50.92109233683541,0.30754880784304128,5.2000000000000002,230727.0,"Apparel, Accessories & Luxury Goods",Oil & Gas Refining & Marketing & Transportation,Consumer Discretionary,Energy
ATI-TE,ATI,TE,50.91902138696837,0.27321056924471648,4.7199999999999998,588038.0,Diversified Metals & Mining,Multi-Utilities & Unregulated Power,Materials,Utilities
MYL-RL,MYL,RL,50.918334313171215,0.21624910005306272,5.3200000000000003,378132.0,Pharmaceuticals,"Apparel, Accessories & Luxury Goods",Health Care,Consumer Discretionary
MAR-TMK,MAR,TMK,50.91547271031472,0.23903922080603646,5.5999999999999996,153397.0,"Hotels, Resorts & Cruise Lines",Life & Health Insurance,Consumer Discretionary,Financials
BRCM-NLSN,BRCM,NLSN,50.9151142261031,0.20149784939280405,4.7999999999999998,820345.0,Semiconductors,Research & Consulting Services,Information Technology,Industrials
GPC-XRAY,GPC,XRAY,50.91262985097429,0.31560940083174904,6.2400000000000002,283011.0,Specialty Stores,Health Care Supplies,Consumer Discretionary,Health Care
