symbol,symbol_1,symbol_2,adf_stat,adf_p,industry_1,industry_2,sector_1,sector_2
NI-NU,NI,NU,-4.422515315862932,0.00027075103425726213,Multi-Utilities & Unregulated Power,Multi-Utilities & Unregulated Power,Utilities,Utilities
NFX-NUE,NFX,NUE,-4.421062930640812,0.0002723656568791675,Oil & Gas Exploration & Production,Steel,Energy,Materials
AXP-DISCA,AXP,DISCA,-4.420507236554053,0.0002729858367306692,Consumer Finance,Broadcasting & Cable TV,Financials,Consumer Discretionary
LSI-REGN,LSI,REGN,-4.419567230220715,0.00027403797699714007,Semiconductors,Biotechnology,Information Technology,Health Care
HIG-TWC,HIG,TWC,-4.413321508538735,0.0002811270484516788,Property & Casualty Insurance,Broadcasting & Cable TV,Financials,Consumer Discretionary
KRFT-MON,KRFT,MON,-4.4123829919803415,0.00028220720443439175,Packaged Foods & Meats,Fertilizers & Agricultural Chemicals,Consumer Staples,Materials
EA-JNJ,EA,JNJ,-4.41215478575694,0.00028247044536825193,Application Software,Health Care Equipment & Services,Information Technology,Health Care
ACN-TIF,ACN,TIF,-4.411018501837213,0.00028378464378196733,IT Consulting & Services,"Apparel, Accessories & Luxury Goods",Information Technology,Consumer Discretionary
QEP-SYY,QEP,SYY,-4.4105117949343455,0.00028437255599258527,Oil & Gas Exploration & Production,Food Distributors,Energy,Consumer Staples
AVP-D,AVP,D,-4.409622331123314,0.0002854073600261515,Personal Products,Multi-Utilities & Unregulated Power,Consumer Staples,Utilities
PCP-TXT,PCP,TXT,-4.409262777744763,0.00028582667769001395,Industrial Conglomerates,Industrial Conglomerates,Industrials,Industrials
ABT-KORS,ABT,KORS,-4.408867366209277,0.00028628848817588567,Health Care Equipment & Services,"Apparel, Accessories & Luxury Goods",Health Care,Consumer Discretionary
AFL-IPG,AFL,IPG,-4.408496908334352,0.0002867217965194346,Life & Health Insurance,Advertising,Financials,Consumer Discretionary
HCP-KIM,HCP,KIM,-4.406957102927017,0.000288529512013828,REITs,REITs,Financials,Financials
GPS-ISRG,GPS,ISRG,-4.406611552007709,0.000288936667104525,Apparel Retail,Health Care Equipment & Services,Consumer Discretionary,Health Care
CMI-MSI,CMI,MSI,-4.4047703418594475,0.00029111532449689956,Industrial Machinery,Telecommunications Equipment,Industrials,Information Technology
ITW-ORLY,ITW,ORLY,-4.404562015197762,0.0002913628105886313,Industrial Machinery,Specialty Stores,Industrials,Consumer Discretionary
AVP-ICE,AVP,ICE,-4.402628573327612,0.0002936692189096994,Personal Products,Diversified Financial Services,Consumer Staples,Financials
AME-MON,AME,MON,-4.401615020478958,0.0002948851928366812,Electrical Components and Equipment,Fertilizers & Agricultural Chemicals,Industrials,Materials
CINF-LYB,CINF,LYB,-4.400654226766949,0.0002960422760495998,Property & Casualty Insurance,Diversified Chemicals,Financials,Materials
BWA-LM,BWA,LM,-4.399535452352176,0.0002973950383763306,Auto Parts & Equipment,Diversified Financial Services,Consumer Discretionary,Financials
AVP-FLS,AVP,FLS,-4.399250709433471,0.0002977402685123376,Personal Products,Industrial Machinery,Consumer Staples,Industrials
CMI-IFF,CMI,IFF,-4.399119338027836,0.0002978996748341595,Industrial Machinery,Specialty Chemicals,Industrials,Materials
CMI-DD,CMI,DD,-4.39618388822391,0.00030148272364736994,Industrial Machinery,Diversified Chemicals,Industrials,Materials
PPG-SWK,PPG,SWK,-4.395937663839341,0.00030178511782538275,Diversified Chemicals,Household Appliances,Materials,Consumer Discretionary
D-ROST,D,ROST,-4.395292318853312,0.0003025790463392797,Multi-Utilities & Unregulated Power,Apparel Retail,Utilities,Consumer Discretionary
QEP-RHI,QEP,RHI,-4.394987089537309,0.0003029552404331127,Oil & Gas Exploration & Production,Industrial Conglomerates,Energy,Industrials
APC-KMX,APC,KMX,-4.394204120290731,0.0003039222752167315,Oil & Gas Exploration & Production,Specialty Stores,Energy,Consumer Discretionary
AVP-ETR,AVP,ETR,-4.391732337840398,0.0003069943701137056,Personal Products,Electric Utilities,Consumer Staples,Utilities
AVY-FLIR,AVY,FLIR,-4.391685606625745,0.00030705273319595554,Paper Packaging,Aerospace & Defense,Materials,Industrials
DD-F,DD,F,-4.3916826478125905,0.0003070564288412431,Diversified Chemicals,Automobile Manufacturers,Materials,Consumer Discretionary
AVP-PNR,AVP,PNR,-4.391613469687475,0.00030714284638247224,Personal Products,Industrial Conglomerates,Consumer Staples,Industrials
RSG-TSS,RSG,TSS,-4.389951061674828,0.000309226476264435,Industrial Conglomerates,Internet Software & Services,Industrials,Information Technology
CCI-IFF,CCI,IFF,-4.389915420204623,0.00030927129490104734,Wireless Telecommunications Services,Specialty Chemicals,Telecommunications Services,Materials
NOC-TRV,NOC,TRV,-4.388377420596264,0.00031121118111836736,Aerospace & Defense,Property & Casualty Insurance,Industrials,Financials
FISV-TIF,FISV,TIF,-4.387260287442103,0.0003126274483938864,Internet Software & Services,"Apparel, Accessories & Luxury Goods",Information Technology,Consumer Discretionary
LO-PXD,LO,PXD,-4.386893068749874,0.0003130943290106036,Tobacco,Oil & Gas Exploration & Production,Consumer Staples,Energy
AIV-IFF,AIV,IFF,-4.386807241671906,0.00031320354446677973,REITs,Specialty Chemicals,Financials,Materials
FLS-PBI,FLS,PBI,-4.386728543635858,0.00031330371989519133,Industrial Machinery,Data Processing Services,Industrials,Industrials
FITB-LB,FITB,LB,-4.386525439530924,0.000313562393189342,Banks,Apparel Retail,Financials,Consumer Discretionary
BSX-KORS,BSX,KORS,-4.386025221580003,0.0003142003336056783,Health Care Equipment & Services,"Apparel, Accessories & Luxury Goods",Health Care,Consumer Discretionary
FLS-MWV,FLS,MWV,-4.385687400944888,0.0003146318600596757,Industrial Machinery,Paper Packaging,Industrials,Materials
CINF-LSI,CINF,LSI,-4.385079714599563,0.00031540952221896794,Property & Casualty Insurance,Semiconductors,Financials,Information Technology
AIG-AON,AIG,AON,-4.383666758776413,0.00031722474046094653,Property & Casualty Insurance,Insurance Brokers,Financials,Financials
FLR-MOS,FLR,MOS,-4.382292840613992,0.0003189992935569139,Diversified Commercial Services,Fertilizers & Agricultural Chemicals,Industrials,Materials
MON-TSCO,MON,TSCO,-4.381439901894641,0.0003201056758035718,Fertilizers & Agricultural Chemicals,Specialty Retail,Materials,Consumer Discretionary
CNX-EOG,CNX,EOG,-4.3806707705036505,0.00032110646370182123,Oil & Gas Exploration & Production,Oil & Gas Exploration & Production,Energy,Energy
JBL-SE,JBL,SE,-4.379956237051399,0.00032203886407636425,IT Consulting & Services,Oil & Gas Refining & Marketing & Transportation,Information Technology,Energy
BWA-KRFT,BWA,KRFT,-4.379164464967139,0.0003230750486795462,Auto Parts & Equipment,Packaged Foods & Meats,Consumer Discretionary,Consumer Staples
ADT-EMN,ADT,EMN,-4.377502383256335,0.0003252604798855957,Diversified Commercial Services,Diversified Chemicals,Industrials,Materials
AVP-BMS,AVP,BMS,-4.375034477877114,0.00032853131300106963,Personal Products,Paper Packaging,Consumer Staples,Materials
LSI-TMK,LSI,TMK,-4.374312307246716,0.00032949431572371166,Semiconductors,Life & Health Insurance,Information Technology,Financials
CERN-LO,CERN,LO,-4.373784389990828,0.0003301999753214892,Health Care Distributors & Services,Tobacco,Health Care,Consumer Staples
CTAS-LSI,CTAS,LSI,-4.37363802546415,0.0003303958719714252,Diversified Commercial Services,Semiconductors,Industrials,Information Technology
CNX-NFX,CNX,NFX,-4.37359122315769,0.00033045853615347833,Oil & Gas Exploration & Production,Oil & Gas Exploration & Production,Energy,Energy
CERN-IFF,CERN,IFF,-4.372806807515457,0.0003315104763421061,Health Care Distributors & Services,Specialty Chemicals,Health Care,Materials
BMS-LSI,BMS,LSI,-4.37197186988052,0.0003326336523468552,Paper Packaging,Semiconductors,Materials,Information Technology
KMX-TIF,KMX,TIF,-4.370277256723453,0.00033492436974139295,Specialty Stores,"Apparel, Accessories & Luxury Goods",Consumer Discretionary,Consumer Discretionary
FLIR-LM,FLIR,LM,-4.368172980168455,0.0003377896467009957,Aerospace & Defense,Diversified Financial Services,Industrials,Financials
ECL-ESRX,ECL,ESRX,-4.3668976562855395,0.0003395374627811714,Specialty Chemicals,Health Care Distributors & Services,Materials,Health Care
DHR-FLR,DHR,FLR,-4.366666385083587,0.0003398553328567538,Industrial Machinery,Diversified Commercial Services,Industrials,Industrials
NDAQ-SRCL,NDAQ,SRCL,-4.366064247983654,0.0003406842606610089,Diversified Financial Services,Industrial Conglomerates,Financials,Industrials
APD-IFF,APD,IFF,-4.365842413273656,0.00034099013002436806,Industrial Gases,Specialty Chemicals,Materials,Materials
BEAM-DOV,BEAM,DOV,-4.36474558717863,0.0003425062760163589,Distillers & Vintners,Industrial Machinery,Consumer Staples,Industrials
BBT-FITB,BBT,FITB,-4.363429121844005,0.0003443344562719147,Banks,Banks,Financials,Financials
DOV-LYB,DOV,LYB,-4.362908545714487,0.0003450599275533341,Industrial Machinery,Diversified Chemicals,Industrials,Materials
APC-FOXA,APC,FOXA,-4.361949161355478,0.0003464007105505205,Oil & Gas Exploration & Production,Publishing,Energy,Consumer Discretionary
KORS-TWX,KORS,TWX,-4.361035406525947,0.0003476823079470883,"Apparel, Accessories & Luxury Goods",Broadcasting & Cable TV,Consumer Discretionary,Consumer Discretionary
GD-PHM,GD,PHM,-4.360505367106821,0.00034842777615898404,Aerospace & Defense,Homebuilding,Industrials,Consumer Discretionary
EBAY-THC,EBAY,THC,-4.359663865099035,0.00034961440574668835,Internet Software & Services,Health Care Facilities,Information Technology,Health Care
COST-RAI,COST,RAI,-4.35957830727772,0.0003497352676123932,Hypermarkets & Super Centers,Tobacco,Consumer Staples,Consumer Staples
BHI-SE,BHI,SE,-4.359577156509144,0.0003497368934963965,Oil & Gas Equipment & Services,Oil & Gas Refining & Marketing & Transportation,Energy,Energy
KORS-TROW,KORS,TROW,-4.358276263503282,0.00035157946553807356,"Apparel, Accessories & Luxury Goods",Diversified Financial Services,Consumer Discretionary,Financials
ETN-FLR,ETN,FLR,-4.3573081575290376,0.0003529566396070989,Industrial Conglomerates,Diversified Commercial Services,Industrials,Industrials
ACN-KMX,ACN,KMX,-4.357134918522586,0.00035320361773002025,IT Consulting & Services,Specialty Stores,Information Technology,Consumer Discretionary
APD-RSG,APD,RSG,-4.356683966372636,0.0003538472846673629,Industrial Gases,Industrial Conglomerates,Materials,Industrials
AIG-RDC,AIG,RDC,-4.356234681003161,0.00035448967630232885,Property & Casualty Insurance,Oil & Gas Drilling,Financials,Energy
APH-R,APH,R,-4.355463770091609,0.00035559450274710023,Electrical Components & Equipment,Industrial Conglomerates,Industrials,Industrials
CSC-SYY,CSC,SYY,-4.3554405878657505,0.000355627776629851,IT Consulting & Services,Food Distributors,Information Technology,Consumer Staples
CRM-SEE,CRM,SEE,-4.353611374259902,0.0003582625892178317,Internet Software & Services,Paper Packaging,Information Technology,Materials
ACE-TSCO,ACE,TSCO,-4.3535091984377,0.0003584103073749162,Property & Casualty Insurance,Specialty Retail,Financials,Consumer Discretionary
CNX-CSC,CNX,CSC,-4.353114035729957,0.00035898214666559366,Oil & Gas Exploration & Production,IT Consulting & Services,Energy,Information Technology
LSI-PCP,LSI,PCP,-4.3529755175944596,0.0003591828002875045,Semiconductors,Industrial Conglomerates,Information Technology,Industrials
CSC-TSS,CSC,TSS,-4.352019928391409,0.00036056993492408957,IT Consulting & Services,Internet Software & Services,Information Technology,Information Technology
CAM-CCL,CAM,CCL,-4.351869837833871,0.00036078826662210755,Oil & Gas Equipment & Services,"Hotels, Resorts & Cruise Lines",Energy,Consumer Discretionary
BEAM-DRI,BEAM,DRI,-4.350853496305797,0.0003622699991133441,Distillers & Vintners,Restaurants,Consumer Staples,Consumer Discretionary
DO-QEP,DO,QEP,-4.349727549762203,0.00036391824730883955,Oil & Gas Drilling,Oil & Gas Exploration & Production,Energy,Energy
LM-TMK,LM,TMK,-4.348101969008352,0.0003663104189849692,Diversified Financial Services,Life & Health Insurance,Financials,Financials
CTSH-SWY,CTSH,SWY,-4.347429747882504,0.0003673039871733871,IT Consulting & Services,Food Retail,Information Technology,Consumer Staples
JBL-STJ,JBL,STJ,-4.347259056792142,0.00036755668060038513,IT Consulting & Services,Health Care Equipment & Services,Information Technology,Health Care
MU-TGT,MU,TGT,-4.34571789826524,0.0003698456903426139,Semiconductors,General Merchandise Stores,Information Technology,Consumer Discretionary
EMC-JNJ,EMC,JNJ,-4.345480037757496,0.000370200172204991,IT Consulting & Services,Health Care Equipment & Services,Information Technology,Health Care
CAG-JNJ,CAG,JNJ,-4.343639342994917,0.00037295423343684277,Packaged Foods & Meats,Health Care Equipment & Services,Consumer Staples,Health Care
GD-TIF,GD,TIF,-4.343147939799782,0.0003736927453774328,Aerospace & Defense,"Apparel, Accessories & Luxury Goods",Industrials,Consumer Discretionary
CAM-SYY,CAM,SYY,-4.343036860121913,0.0003738598745348137,Oil & Gas Equipment & Services,Food Distributors,Energy,Consumer Staples
COF-PFG,COF,PFG,-4.342443698990223,0.0003747535350821921,Consumer Finance,Diversified Financial Services,Financials,Financials
ORCL-RHT,ORCL,RHT,-4.342154264669695,0.00037519033187582323,Application Software,Systems Software,Information Technology,Information Technology
JWN-PAYX,JWN,PAYX,-4.341673915863864,0.00037591630814281217,Department Stores,Internet Software & Services,Consumer Discretionary,Information Technology
BRCM-HBAN,BRCM,HBAN,-4.3396302878990465,0.0003790198259412884,Semiconductors,Banks,Information Technology,Financials
ACE-ATI,ACE,ATI,-4.339480342880316,0.00037924848877409487,Property & Casualty Insurance,Diversified Metals & Mining,Financials,Materials
PFG-QEP,PFG,QEP,-4.338823425549407,0.000380251811826035,Diversified Financial Services,Oil & Gas Exploration & Production,Financials,Energy
NI-TE,NI,TE,-4.338092888284918,0.0003813705238023819,Multi-Utilities & Unregulated Power,Multi-Utilities & Unregulated Power,Utilities,Utilities
LO-LOW,LO,LOW,-4.337892335424107,0.00038167818552879793,Tobacco,Home Improvement Retail,Consumer Staples,Consumer Discretionary
BLL-MWV,BLL,MWV,-4.337744870321345,0.000381904556745892,Metal & Glass Containers,Paper Packaging,Materials,Materials
CAM-FFIV,CAM,FFIV,-4.33631230935039,0.00038411027453570277,Oil & Gas Equipment & Services,Networking Equipment,Energy,Information Technology
CCL-CVX,CCL,CVX,-4.335760049815299,0.0003849638026239225,"Hotels, Resorts & Cruise Lines",Integrated Oil & Gas,Consumer Discretionary,Energy
AVY-KORS,AVY,KORS,-4.335003979225526,0.00038613523336813923,Paper Packaging,"Apparel, Accessories & Luxury Goods",Materials,Consumer Discretionary
KMX-PCP,KMX,PCP,-4.333983904516158,0.00038772104545516247,Specialty Stores,Industrial Conglomerates,Consumer Discretionary,Industrials
FDX-SYY,FDX,SYY,-4.333103331258075,0.0003890949383373154,Air Freight & Logistics,Food Distributors,Industrials,Consumer Staples
LB-USB,LB,USB,-4.332885144089406,0.00038943607038490526,Apparel Retail,Banks,Consumer Discretionary,Financials
BEN-HOT,BEN,HOT,-4.332197490937873,0.00039051305568270654,Diversified Financial Services,"Hotels, Resorts & Cruise Lines",Financials,Consumer Discretionary
CAG-ISRG,CAG,ISRG,-4.331687070772067,0.0003913142832036947,Packaged Foods & Meats,Health Care Equipment & Services,Consumer Staples,Health Care
GD-NWSA,GD,NWSA,-4.329912609283998,0.0003941118383482318,Aerospace & Defense,Publishing,Industrials,Consumer Discretionary
HES-QEP,HES,QEP,-4.329359428650113,0.00039498782274851875,Integrated Oil & Gas,Oil & Gas Exploration & Production,Energy,Energy
C-KORS,C,KORS,-4.328735941082102,0.00039597734735590147,Banks,"Apparel, Accessories & Luxury Goods",Financials,Consumer Discretionary
ALL-JWN,ALL,JWN,-4.327935466509477,0.00039725120034221677,Property & Casualty Insurance,Department Stores,Financials,Consumer Discretionary
CTAS-LM,CTAS,LM,-4.327570888020055,0.0003978326634588091,Diversified Commercial Services,Diversified Financial Services,Industrials,Financials
JNJ-JWN,JNJ,JWN,-4.325494688182476,0.000401159342809609,Health Care Equipment & Services,Department Stores,Health Care,Consumer Discretionary
FOXA-KORS,FOXA,KORS,-4.325409318807635,0.0004012966907258045,Publishing,"Apparel, Accessories & Luxury Goods",Consumer Discretionary,Consumer Discretionary
PCLN-PCP,PCLN,PCP,-4.325347367879015,0.0004013963893206615,"Hotels, Resorts & Cruise Lines",Industrial Conglomerates,Consumer Discretionary,Industrials
ETFC-JNJ,ETFC,JNJ,-4.325176273025659,0.0004016718565619184,Diversified Financial Services,Health Care Equipment & Services,Financials,Health Care
MON-TMK,MON,TMK,-4.324790222197851,0.0004022940651831967,Fertilizers & Agricultural Chemicals,Life & Health Insurance,Materials,Financials
CCI-FSLR,CCI,FSLR,-4.324091925921309,0.00040342184312178826,Wireless Telecommunications Services,Heavy Electrical Equipment,Telecommunications Services,Industrials
ACN-TSS,ACN,TSS,-4.322751592978779,0.0004055949146150004,IT Consulting & Services,Internet Software & Services,Information Technology,Information Technology
AES-MON,AES,MON,-4.322228339866875,0.0004064462594795133,Electric Utilities,Fertilizers & Agricultural Chemicals,Utilities,Materials
EMN-MKC,EMN,MKC,-4.3211583969656235,0.0004081923412476337,Diversified Chemicals,Packaged Foods & Meats,Materials,Consumer Staples
CLX-EQT,CLX,EQT,-4.3191556942766605,0.0004114796990941925,Household Products,Oil & Gas Exploration & Production,Consumer Staples,Energy
COV-SWY,COV,SWY,-4.318272841531847,0.00041293679827374656,Health Care Equipment & Services,Food Retail,Health Care,Consumer Staples
MON-SYY,MON,SYY,-4.317080251964193,0.0004149128435373112,Fertilizers & Agricultural Chemicals,Food Distributors,Materials,Consumer Staples
AXP-QEP,AXP,QEP,-4.316472379624818,0.0004159234839000516,Consumer Finance,Oil & Gas Exploration & Production,Financials,Energy
DHI-M,DHI,M,-4.315118492263404,0.0004181828044088698,Construction,Department Stores,Consumer Discretionary,Consumer Discretionary
BRCM-QEP,BRCM,QEP,-4.314224705361312,0.0004196806739619599,Semiconductors,Oil & Gas Exploration & Production,Information Technology,Energy
MWV-PX,MWV,PX,-4.31420005581057,0.00041972205511074125,Paper Packaging,Industrial Gases,Materials,Materials
NFX-SIAL,NFX,SIAL,-4.313359987641439,0.0004211346505064322,Oil & Gas Exploration & Production,Diversified Chemicals,Energy,Materials
APC-TIF,APC,TIF,-4.31304438901235,0.00042166649710825735,Oil & Gas Exploration & Production,"Apparel, Accessories & Luxury Goods",Energy,Consumer Discretionary
QEP-STZ,QEP,STZ,-4.312523121026796,0.0004225463273690691,Oil & Gas Exploration & Production,Distillers & Vintners,Energy,Consumer Staples
DNB-MUR,DNB,MUR,-4.311692337318052,0.0004239521641648241,Data Processing Services,Integrated Oil & Gas,Industrials,Energy
AFL-IFF,AFL,IFF,-4.310696294283419,0.00042564347416067146,Life & Health Insurance,Specialty Chemicals,Financials,Materials
BWA-MON,BWA,MON,-4.310657638031615,0.00042570924190892743,Auto Parts & Equipment,Fertilizers & Agricultural Chemicals,Consumer Discretionary,Materials
COF-TROW,COF,TROW,-4.309014293403725,0.0004285140384764846,Consumer Finance,Diversified Financial Services,Financials,Financials
EQT-MON,EQT,MON,-4.307409850562746,0.00043126927248519784,Oil & Gas Exploration & Production,Fertilizers & Agricultural Chemicals,Energy,Materials
HBAN-XLNX,HBAN,XLNX,-4.3060785229419665,0.0004335681925789454,Banks,Semiconductors,Financials,Information Technology
CCI-GRMN,CCI,GRMN,-4.305798574422709,0.0004340530747492499,Wireless Telecommunications Services,Consumer Electronics,Telecommunications Services,Consumer Discretionary
QEP-TXN,QEP,TXN,-4.305594629994025,0.00043440663716642116,Oil & Gas Exploration & Production,Semiconductors,Energy,Information Technology
CMG-R,CMG,R,-4.305139706524148,0.00043519628251131463,Restaurants,Industrial Conglomerates,Consumer Discretionary,Industrials
JCI-TXT,JCI,TXT,-4.304468090735549,0.0004363645356025198,Auto Parts & Equipment,Industrial Conglomerates,Consumer Discretionary,Industrials
KMX-QEP,KMX,QEP,-4.303946073591835,0.00043727461187200383,Specialty Stores,Oil & Gas Exploration & Production,Consumer Discretionary,Energy
MET-STI,MET,STI,-4.302098983125851,0.00044050921257570493,Life & Health Insurance,Banks,Financials,Financials
ACT-DE,ACT,DE,-4.300704820922653,0.00044296560040021514,Pharmaceuticals,Construction & Farm Machinery & Heavy Trucks,Health Care,Industrials
CB-CTSH,CB,CTSH,-4.29991407109698,0.0004443645727498799,Property & Casualty Insurance,IT Consulting & Services,Financials,Information Technology
AON-BLK,AON,BLK,-4.299577119303219,0.0004449619650947572,Insurance Brokers,Diversified Financial Services,Financials,Financials
LM-XRAY,LM,XRAY,-4.299257798564464,0.0004455287985696287,Diversified Financial Services,Health Care Supplies,Financials,Health Care
FISV-SYY,FISV,SYY,-4.297922785400295,0.0004479060027570086,Internet Software & Services,Food Distributors,Information Technology,Consumer Staples
CAM-CBS,CAM,CBS,-4.294717474081692,0.0004536625584749024,Oil & Gas Equipment & Services,Broadcasting & Cable TV,Energy,Consumer Discretionary
ETFC-SLM,ETFC,SLM,-4.29441616456936,0.00045420726976697556,Diversified Financial Services,Diversified Financial Services,Financials,Financials
BBT-SLM,BBT,SLM,-4.293899921896823,0.00045514197546881336,Banks,Diversified Financial Services,Financials,Financials
BTU-LO,BTU,LO,-4.2934902025533646,0.0004558851028515456,Oil & Gas Exploration & Production,Tobacco,Energy,Consumer Staples
LSI-SIAL,LSI,SIAL,-4.293276974320868,0.0004562722980038358,Semiconductors,Diversified Chemicals,Information Technology,Materials
ADI-LM,ADI,LM,-4.293066808636629,0.000456654235724318,Semiconductors,Diversified Financial Services,Information Technology,Financials
MON-PCAR,MON,PCAR,-4.292379845384091,0.0004579047724708212,Fertilizers & Agricultural Chemicals,Construction & Farm Machinery & Heavy Trucks,Materials,Industrials
CMCSA-KORS,CMCSA,KORS,-4.291623746718058,0.00045928489892408644,Broadcasting & Cable TV,"Apparel, Accessories & Luxury Goods",Consumer Discretionary,Consumer Discretionary
AIZ-QEP,AIZ,QEP,-4.290596999567444,0.0004611653342104717,Multi-line Insurance,Oil & Gas Exploration & Production,Financials,Energy
PCL-VMC,PCL,VMC,-4.289691340301785,0.000462830032935329,REITs,Construction Materials,Financials,Materials
BEAM-FRX,BEAM,FRX,-4.289434830997748,0.0004633025542174483,Distillers & Vintners,Pharmaceuticals,Consumer Staples,Health Care
CMG-LSI,CMG,LSI,-4.288277705032264,0.00046543978616639034,Restaurants,Semiconductors,Consumer Discretionary,Information Technology
AVP-DTV,AVP,DTV,-4.288207515066612,0.0004655697271430525,Personal Products,Broadcasting & Cable TV,Consumer Staples,Consumer Discretionary
CAM-SIAL,CAM,SIAL,-4.285607791426391,0.00047040672157110645,Oil & Gas Equipment & Services,Diversified Chemicals,Energy,Materials
JWN-SLM,JWN,SLM,-4.285247201056407,0.000471081362081744,Department Stores,Diversified Financial Services,Consumer Discretionary,Financials
CBG-SYY,CBG,SYY,-4.284262339976612,0.0004729286268725237,Real Estate Management & Development,Food Distributors,Financials,Consumer Staples
FOXA-SE,FOXA,SE,-4.283971140229813,0.00047347612666491745,Publishing,Oil & Gas Refining & Marketing & Transportation,Consumer Discretionary,Energy
CNX-MSI,CNX,MSI,-4.283868112911847,0.0004736699768838319,Oil & Gas Exploration & Production,Telecommunications Equipment,Energy,Information Technology
DPS-M,DPS,M,-4.283404634035268,0.00047454295845830453,Soft Drinks,Department Stores,Consumer Staples,Consumer Discretionary
APC-QEP,APC,QEP,-4.283187059536361,0.00047495329242748047,Oil & Gas Exploration & Production,Oil & Gas Exploration & Production,Energy,Energy
AVP-SWK,AVP,SWK,-4.28277010428756,0.00047574058367907897,Personal Products,Household Appliances,Consumer Staples,Consumer Discretionary
BA-TIF,BA,TIF,-4.2820613269666135,0.0004770817172890275,Aerospace & Defense,"Apparel, Accessories & Luxury Goods",Industrials,Consumer Discretionary
DD-NOC,DD,NOC,-4.280293270484608,0.00048044276188355216,Diversified Chemicals,Aerospace & Defense,Materials,Industrials
GD-HOT,GD,HOT,-4.27885834462889,0.00048318694122378476,Aerospace & Defense,"Hotels, Resorts & Cruise Lines",Industrials,Consumer Discretionary
BCR-MKC,BCR,MKC,-4.278172141295444,0.00048450446993349747,Health Care Equipment & Services,Packaged Foods & Meats,Health Care,Consumer Staples
ETR-PEG,ETR,PEG,-4.2779627623210645,0.0004849071575273176,Electric Utilities,Multi-Utilities & Unregulated Power,Utilities,Utilities
MSI-NBR,MSI,NBR,-4.277867575388077,0.0004850903299413229,Telecommunications Equipment,Oil & Gas Drilling,Information Technology,Energy
CPB-EMC,CPB,EMC,-4.277810880947642,0.0004851994605701964,Packaged Foods & Meats,IT Consulting & Services,Consumer Staples,Information Technology
SLM-T,SLM,T,-4.276863922201737,0.00048702568089308495,Diversified Financial Services,Integrated Telecommunications Services,Financials,Telecommunications Services
EMC-KLAC,EMC,KLAC,-4.275685873298668,0.0004893066126072711,IT Consulting & Services,Semiconductor Equipment,Information Technology,Information Technology
A-MMM,A,MMM,-4.274758483880458,0.0004911093037773707,Health Care Equipment & Services,Industrial Conglomerates,Health Care,Industrials
ALTR-HAR,ALTR,HAR,-4.274607381331301,0.0004914036149292784,Semiconductors,Consumer Electronics,Information Technology,Consumer Discretionary
BLK-MAS,BLK,MAS,-4.274157446824626,0.0004922809638915662,Diversified Financial Services,Building Products,Financials,Industrials
JCI-PBI,JCI,PBI,-4.273823111944889,0.0004929338562245477,Auto Parts & Equipment,Data Processing Services,Consumer Discretionary,Industrials
ADSK-TXT,ADSK,TXT,-4.273452119902963,0.0004936592889779544,Application Software,Industrial Conglomerates,Information Technology,Industrials
BEN-DHR,BEN,DHR,-4.273387140372807,0.000493786452648446,Diversified Financial Services,Industrial Machinery,Financials,Industrials
PBI-SE,PBI,SE,-4.270927180756447,0.0004986233337300742,Data Processing Services,Oil & Gas Refining & Marketing & Transportation,Industrials,Energy
CI-QEP,CI,QEP,-4.269866964832758,0.0005007217266860818,Managed Health Care,Oil & Gas Exploration & Production,Health Care,Energy
LO-MPC,LO,MPC,-4.268649129627722,0.0005031423586923231,Tobacco,Oil & Gas Refining & Marketing & Transportation,Consumer Staples,Energy
ALL-TAP,ALL,TAP,-4.268043305199949,0.0005043506328397178,Property & Casualty Insurance,Brewers,Financials,Consumer Staples
FOSL-MAT,FOSL,MAT,-4.26689483436899,0.0005066486910680378,"Apparel, Accessories & Luxury Goods",Leisure Products,Consumer Discretionary,Consumer Discretionary
COH-JNJ,COH,JNJ,-4.265630723357891,0.0005091895559733437,"Apparel, Accessories & Luxury Goods",Health Care Equipment & Services,Consumer Discretionary,Health Care
ALXN-KORS,ALXN,KORS,-4.264416884423957,0.0005116406781090884,Biotechnology,"Apparel, Accessories & Luxury Goods",Health Care,Consumer Discretionary
BMS-MWV,BMS,MWV,-4.264270835866775,0.0005119363447152518,Paper Packaging,Paper Packaging,Materials,Materials
STI-TAP,STI,TAP,-4.264221009335779,0.000512037252410659,Banks,Brewers,Financials,Consumer Staples
KMB-PEG,KMB,PEG,-4.263702781784561,0.0005130878689335105,Household Products,Multi-Utilities & Unregulated Power,Consumer Staples,Utilities
CF-QEP,CF,QEP,-4.263179375439538,0.0005141510474062283,Fertilizers & Agricultural Chemicals,Oil & Gas Exploration & Production,Materials,Energy
QEP-TMK,QEP,TMK,-4.263038557083583,0.0005144374415910325,Oil & Gas Exploration & Production,Life & Health Insurance,Energy,Financials
DOW-IFF,DOW,IFF,-4.262837411121464,0.0005148467899977932,Diversified Chemicals,Specialty Chemicals,Materials,Materials
CBS-NOC,CBS,NOC,-4.2620800367762435,0.0005163908652155116,Broadcasting & Cable TV,Aerospace & Defense,Consumer Discretionary,Industrials
KMX-KORS,KMX,KORS,-4.260986479516391,0.0005186280282885331,Specialty Stores,"Apparel, Accessories & Luxury Goods",Consumer Discretionary,Consumer Discretionary
